transaction_id,transaction_date,customer_id,product_category,product_name,quantity,unit_price,revenue,store_location
TXN00008922,2025-10-10 22:09:25.807478,CUST000089,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00009245,2025-10-10 22:09:25.851199,CUST000339,Accessories,Screen Protector,1,290,290,Siam Paragon
TXN00009427,2025-10-10 22:09:25.875281,CUST000396,Accessories,Phone Case,1,390,390,MBK Center
TXN00009746,2025-10-10 22:09:25.917809,CUST000211,Beverage,Green Tea,3,85,255,Central Festival Phuket
TXN00000846,2025-10-11 22:09:24.710906,CUST000041,Coffee,Cappuccino,2,110,220,Siam Paragon
TXN00001300,2025-10-11 22:09:24.776976,CUST000685,Accessories,Phone Case,1,390,390,Central Festival Phuket
TXN00001897,2025-10-11 22:09:24.857227,CUST000867,Food,Croissant,1,95,95,MBK Center
TXN00001972,2025-10-11 22:09:24.867074,CUST000615,Accessories,Wireless Charger,1,1290,1290,MBK Center
TXN00002364,2025-10-11 22:09:24.921428,CUST000515,Accessories,Phone Case,1,390,390,Terminal 21
TXN00002715,2025-10-11 22:09:24.969126,CUST000745,Smartphone,OPPO Reno8,1,15990,15990,Central Chiang Mai
TXN00003617,2025-10-11 22:09:25.089313,CUST000545,Smartphone,iPhone 14,1,32900,32900,Central Chiang Mai
TXN00004544,2025-10-11 22:09:25.213305,CUST000315,Food,Croissant,2,95,190,Central Chiang Mai
TXN00004577,2025-10-11 22:09:25.217657,CUST000489,Coffee,Cappuccino,2,110,220,MBK Center
TXN00004940,2025-10-11 22:09:25.266402,CUST000609,Coffee,Cappuccino,1,110,110,Central Festival Phuket
TXN00005379,2025-10-11 22:09:25.326959,CUST000893,Beverage,Green Tea,1,85,85,Siam Paragon
TXN00005522,2025-10-11 22:09:25.346979,CUST000463,Coffee,Americano,1,95,95,Siam Paragon
TXN00005722,2025-10-11 22:09:25.373145,CUST000301,Accessories,Wireless Charger,3,1290,3870,MBK Center
TXN00006262,2025-10-11 22:09:25.448985,CUST000854,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00006351,2025-10-11 22:09:25.461026,CUST000954,Accessories,Phone Case,3,390,1170,Central World
TXN00006873,2025-10-11 22:09:25.536442,CUST000696,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00007382,2025-10-11 22:09:25.604909,CUST000976,Coffee,Latte,1,115,115,Central Chiang Mai
TXN00007423,2025-10-11 22:09:25.610315,CUST000625,Coffee,Latte,1,115,115,MBK Center
TXN00007447,2025-10-11 22:09:25.613439,CUST000348,Coffee,Americano,1,95,95,Terminal 21
TXN00008230,2025-10-11 22:09:25.716325,CUST000681,Accessories,Phone Case,1,390,390,Terminal 21
TXN00008678,2025-10-11 22:09:25.775430,CUST000411,Food,Sandwich,1,145,145,Siam Paragon
TXN00009619,2025-10-11 22:09:25.900821,CUST000731,Coffee,Americano,2,95,190,Terminal 21
TXN00009927,2025-10-11 22:09:25.942600,CUST000134,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00000443,2025-10-12 22:09:24.646676,CUST000556,Food,Sandwich,2,145,290,MBK Center
TXN00000646,2025-10-12 22:09:24.674901,CUST000744,Coffee,Latte,1,115,115,Central Festival Phuket
TXN00002216,2025-10-12 22:09:24.901538,CUST000921,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00002928,2025-10-12 22:09:24.997882,CUST000241,Coffee,Latte,1,115,115,Central Festival Phuket
TXN00002953,2025-10-12 22:09:25.001180,CUST000901,Food,Sandwich,1,145,145,MBK Center
TXN00003806,2025-10-12 22:09:25.114316,CUST000796,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00004186,2025-10-12 22:09:25.164445,CUST000924,Accessories,Phone Case,1,390,390,Terminal 21
TXN00004879,2025-10-12 22:09:25.258286,CUST000298,Coffee,Latte,1,115,115,MBK Center
TXN00005243,2025-10-12 22:09:25.308344,CUST000368,Accessories,Phone Case,1,390,390,Central Chiang Mai
TXN00005354,2025-10-12 22:09:25.323497,CUST000099,Accessories,Wireless Charger,1,1290,1290,MBK Center
TXN00005712,2025-10-12 22:09:25.371843,CUST000826,Food,Sandwich,1,145,145,Central Chiang Mai
TXN00006594,2025-10-12 22:09:25.498471,CUST000771,Food,Croissant,1,95,95,Central World
TXN00006886,2025-10-12 22:09:25.538164,CUST000729,Accessories,Phone Case,1,390,390,MBK Center
TXN00007043,2025-10-12 22:09:25.559547,CUST000063,Food,Sandwich,1,145,145,Central Festival Phuket
TXN00008079,2025-10-12 22:09:25.696361,CUST000963,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Chiang Mai
TXN00008473,2025-10-12 22:09:25.748540,CUST000269,Smartphone,Samsung Galaxy S23,1,28900,28900,Siam Paragon
TXN00008478,2025-10-12 22:09:25.749194,CUST000989,Food,Sandwich,1,145,145,Central Festival Phuket
TXN00008591,2025-10-12 22:09:25.764077,CUST000505,Accessories,Phone Case,1,390,390,Siam Paragon
TXN00009037,2025-10-12 22:09:25.822804,CUST000918,Coffee,Latte,2,115,230,Central Chiang Mai
TXN00009148,2025-10-12 22:09:25.837648,CUST000051,Coffee,Americano,2,95,190,Central World
TXN00009330,2025-10-12 22:09:25.862514,CUST000540,Smartphone,iPhone 14,1,32900,32900,Central World
TXN00009423,2025-10-12 22:09:25.874761,CUST000862,Accessories,Screen Protector,1,290,290,Siam Paragon
TXN00009467,2025-10-12 22:09:25.880563,CUST000333,Smartphone,Samsung Galaxy S23,1,28900,28900,Terminal 21
TXN00009973,2025-10-12 22:09:25.948695,CUST000432,Accessories,Wireless Charger,1,1290,1290,Central World
TXN00000439,2025-10-13 22:09:24.646132,CUST000040,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00000803,2025-10-13 22:09:24.699767,CUST000535,Accessories,Screen Protector,1,290,290,Central Chiang Mai
TXN00000855,2025-10-13 22:09:24.712778,CUST000534,Accessories,Phone Case,1,390,390,MBK Center
TXN00001365,2025-10-13 22:09:24.785587,CUST000358,Smartphone,OPPO Reno8,1,15990,15990,Central Chiang Mai
TXN00001453,2025-10-13 22:09:24.797159,CUST000046,Smartphone,OPPO Reno8,1,15990,15990,Central Chiang Mai
TXN00001986,2025-10-13 22:09:24.869006,CUST000514,Accessories,Phone Case,1,390,390,Siam Paragon
TXN00002003,2025-10-13 22:09:24.871288,CUST000270,Accessories,Screen Protector,1,290,290,Terminal 21
TXN00002024,2025-10-13 22:09:24.874058,CUST000258,Food,Croissant,2,95,190,Central Chiang Mai
TXN00002387,2025-10-13 22:09:24.924739,CUST000996,Coffee,Cappuccino,3,110,330,Siam Paragon
TXN00002527,2025-10-13 22:09:24.944279,CUST000362,Smartphone,OPPO Reno8,1,15990,15990,Terminal 21
TXN00002795,2025-10-13 22:09:24.979966,CUST000846,Food,Croissant,1,95,95,Terminal 21
TXN00003533,2025-10-13 22:09:25.078186,CUST000063,Coffee,Latte,1,115,115,Central Festival Phuket
TXN00003813,2025-10-13 22:09:25.115221,CUST000372,Food,Croissant,2,95,190,Central World
TXN00005308,2025-10-13 22:09:25.317269,CUST000838,Accessories,Phone Case,3,390,1170,Terminal 21
TXN00005599,2025-10-13 22:09:25.357080,CUST000370,Accessories,Wireless Charger,1,1290,1290,Siam Paragon
TXN00005697,2025-10-13 22:09:25.369855,CUST000934,Smartphone,Samsung Galaxy S23,1,28900,28900,Siam Paragon
TXN00006173,2025-10-13 22:09:25.436595,CUST000776,Smartphone,iPhone 14,1,32900,32900,Terminal 21
TXN00006394,2025-10-13 22:09:25.467134,CUST000432,Food,Sandwich,1,145,145,Terminal 21
TXN00007811,2025-10-13 22:09:25.661006,CUST000090,Food,Sandwich,1,145,145,MBK Center
TXN00007841,2025-10-13 22:09:25.664932,CUST000686,Accessories,Wireless Charger,1,1290,1290,Central Chiang Mai
TXN00008318,2025-10-13 22:09:25.727889,CUST000709,Food,Croissant,2,95,190,Central World
TXN00008838,2025-10-13 22:09:25.796254,CUST000741,Smartphone,iPhone 14,1,32900,32900,Siam Paragon
TXN00009522,2025-10-13 22:09:25.887790,CUST000724,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00009886,2025-10-13 22:09:25.936880,CUST000745,Accessories,Phone Case,2,390,780,Central Festival Phuket
TXN00000132,2025-10-14 22:09:24.595680,CUST000823,Smartphone,Samsung Galaxy S23,1,28900,28900,Siam Paragon
TXN00000157,2025-10-14 22:09:24.599754,CUST000983,Accessories,Wireless Charger,1,1290,1290,Terminal 21
TXN00000737,2025-10-14 22:09:24.690597,CUST000926,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00000738,2025-10-14 22:09:24.690731,CUST000462,Beverage,Green Tea,1,85,85,Siam Paragon
TXN00001968,2025-10-14 22:09:24.866547,CUST000305,Accessories,Wireless Charger,2,1290,2580,Central Festival Phuket
TXN00002041,2025-10-14 22:09:24.876289,CUST000236,Coffee,Latte,1,115,115,Central Chiang Mai
TXN00002098,2025-10-14 22:09:24.883702,CUST000480,Food,Croissant,2,95,190,Terminal 21
TXN00002342,2025-10-14 22:09:24.918482,CUST000129,Food,Croissant,2,95,190,Central World
TXN00002438,2025-10-14 22:09:24.932083,CUST000807,Accessories,Screen Protector,1,290,290,Central World
TXN00003412,2025-10-14 22:09:25.062289,CUST000913,Food,Sandwich,2,145,290,Central World
TXN00003464,2025-10-14 22:09:25.069107,CUST000838,Accessories,Screen Protector,1,290,290,Central World
TXN00003551,2025-10-14 22:09:25.080557,CUST000372,Accessories,Screen Protector,1,290,290,MBK Center
TXN00003875,2025-10-14 22:09:25.123359,CUST000023,Accessories,Wireless Charger,1,1290,1290,Terminal 21
TXN00004020,2025-10-14 22:09:25.142650,CUST000091,Coffee,Americano,3,95,285,Siam Paragon
TXN00004494,2025-10-14 22:09:25.206356,CUST000856,Smartphone,iPhone 14,1,32900,32900,Central World
TXN00004671,2025-10-14 22:09:25.230544,CUST000265,Coffee,Latte,1,115,115,MBK Center
TXN00004696,2025-10-14 22:09:25.233859,CUST000962,Accessories,Screen Protector,1,290,290,Central Chiang Mai
TXN00005304,2025-10-14 22:09:25.316729,CUST000558,Coffee,Cappuccino,2,110,220,Siam Paragon
TXN00005666,2025-10-14 22:09:25.365749,CUST000470,Coffee,Cappuccino,1,110,110,Central World
TXN00006283,2025-10-14 22:09:25.451927,CUST000910,Food,Croissant,2,95,190,MBK Center
TXN00006573,2025-10-14 22:09:25.495341,CUST000561,Smartphone,iPhone 14,1,32900,32900,Central Chiang Mai
TXN00007185,2025-10-14 22:09:25.578395,CUST000180,Accessories,Phone Case,1,390,390,Terminal 21
TXN00007976,2025-10-14 22:09:25.682644,CUST000233,Accessories,Phone Case,1,390,390,Siam Paragon
TXN00008241,2025-10-14 22:09:25.717772,CUST000380,Beverage,Green Tea,2,85,170,MBK Center
TXN00008633,2025-10-14 22:09:25.769564,CUST000470,Coffee,Latte,3,115,345,Central Festival Phuket
TXN00009146,2025-10-14 22:09:25.837374,CUST000631,Accessories,Screen Protector,2,290,580,Siam Paragon
TXN00000129,2025-10-15 22:09:24.595253,CUST000778,Coffee,Latte,1,115,115,Terminal 21
TXN00000222,2025-10-15 22:09:24.613683,CUST000981,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00000415,2025-10-15 22:09:24.642836,CUST000686,Coffee,Latte,1,115,115,Siam Paragon
TXN00000695,2025-10-15 22:09:24.684753,CUST000056,Food,Croissant,2,95,190,Central World
TXN00000997,2025-10-15 22:09:24.736109,CUST000572,Food,Croissant,1,95,95,Central Festival Phuket
TXN00001647,2025-10-15 22:09:24.823196,CUST000903,Food,Croissant,1,95,95,MBK Center
TXN00001921,2025-10-15 22:09:24.860362,CUST000959,Accessories,Phone Case,1,390,390,MBK Center
TXN00002095,2025-10-15 22:09:24.883319,CUST000493,Coffee,Cappuccino,2,110,220,Central World
TXN00002388,2025-10-15 22:09:24.924881,CUST000097,Food,Sandwich,1,145,145,Terminal 21
TXN00002752,2025-10-15 22:09:24.974122,CUST000484,Coffee,Americano,1,95,95,Central Festival Phuket
TXN00003083,2025-10-15 22:09:25.018306,CUST000336,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00003440,2025-10-15 22:09:25.065981,CUST000168,Food,Sandwich,2,145,290,Central World
TXN00003760,2025-10-15 22:09:25.108326,CUST000438,Beverage,Green Tea,1,85,85,MBK Center
TXN00004363,2025-10-15 22:09:25.188148,CUST000764,Coffee,Latte,2,115,230,Central World
TXN00006906,2025-10-15 22:09:25.540812,CUST000015,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Chiang Mai
TXN00006957,2025-10-15 22:09:25.547817,CUST000196,Accessories,Phone Case,1,390,390,Central Chiang Mai
TXN00007749,2025-10-15 22:09:25.652919,CUST000426,Smartphone,Samsung Galaxy S23,1,28900,28900,MBK Center
TXN00007862,2025-10-15 22:09:25.667673,CUST000176,Smartphone,OPPO Reno8,1,15990,15990,Central Festival Phuket
TXN00008009,2025-10-15 22:09:25.687047,CUST000956,Smartphone,iPhone 14,1,32900,32900,Terminal 21
TXN00008320,2025-10-15 22:09:25.728147,CUST000554,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00008372,2025-10-15 22:09:25.735193,CUST000681,Food,Croissant,2,95,190,Central World
TXN00008531,2025-10-15 22:09:25.756262,CUST000367,Accessories,Phone Case,2,390,780,Central Chiang Mai
TXN00008799,2025-10-15 22:09:25.791154,CUST000205,Accessories,Screen Protector,2,290,580,Siam Paragon
TXN00009048,2025-10-15 22:09:25.824260,CUST000271,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00009457,2025-10-15 22:09:25.879226,CUST000669,Accessories,Wireless Charger,1,1290,1290,Terminal 21
TXN00009652,2025-10-15 22:09:25.905324,CUST000838,Coffee,Latte,3,115,345,Terminal 21
TXN00000074,2025-10-16 22:09:24.587364,CUST000450,Beverage,Green Tea,1,85,85,Central World
TXN00000553,2025-10-16 22:09:24.661682,CUST000248,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00000753,2025-10-16 22:09:24.692801,CUST000713,Smartphone,Samsung Galaxy S23,1,28900,28900,MBK Center
TXN00004079,2025-10-16 22:09:25.150384,CUST000302,Coffee,Americano,1,95,95,Terminal 21
TXN00004211,2025-10-16 22:09:25.167898,CUST000400,Accessories,Screen Protector,2,290,580,Central Chiang Mai
TXN00004899,2025-10-16 22:09:25.260967,CUST000531,Accessories,Screen Protector,1,290,290,Terminal 21
TXN00005005,2025-10-16 22:09:25.275060,CUST000657,Accessories,Screen Protector,2,290,580,Central Festival Phuket
TXN00005158,2025-10-16 22:09:25.296174,CUST000818,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00005268,2025-10-16 22:09:25.311745,CUST000423,Food,Sandwich,2,145,290,Terminal 21
TXN00005777,2025-10-16 22:09:25.380321,CUST000402,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00006158,2025-10-16 22:09:25.434620,CUST000306,Accessories,Phone Case,1,390,390,Central Chiang Mai
TXN00006967,2025-10-16 22:09:25.549181,CUST000232,Accessories,Wireless Charger,2,1290,2580,MBK Center
TXN00007170,2025-10-16 22:09:25.576450,CUST000627,Accessories,Screen Protector,1,290,290,Central Chiang Mai
TXN00007705,2025-10-16 22:09:25.647165,CUST000576,Accessories,Screen Protector,2,290,580,Central Chiang Mai
TXN00008362,2025-10-16 22:09:25.733819,CUST000589,Food,Croissant,1,95,95,Siam Paragon
TXN00008407,2025-10-16 22:09:25.739801,CUST000559,Coffee,Cappuccino,2,110,220,MBK Center
TXN00008860,2025-10-16 22:09:25.799119,CUST000370,Coffee,Americano,1,95,95,Central World
TXN00008893,2025-10-16 22:09:25.803404,CUST000967,Smartphone,Samsung Galaxy S23,1,28900,28900,Siam Paragon
TXN00009234,2025-10-16 22:09:25.849740,CUST000050,Food,Croissant,1,95,95,Central Chiang Mai
TXN00000778,2025-10-17 22:09:24.696186,CUST000800,Coffee,Cappuccino,1,110,110,Central Chiang Mai
TXN00000810,2025-10-17 22:09:24.700757,CUST000347,Coffee,Americano,2,95,190,Central Chiang Mai
TXN00001780,2025-10-17 22:09:24.841503,CUST000657,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00002408,2025-10-17 22:09:24.927719,CUST000199,Beverage,Green Tea,1,85,85,Siam Paragon
TXN00002464,2025-10-17 22:09:24.935687,CUST000383,Accessories,Phone Case,1,390,390,Siam Paragon
TXN00002842,2025-10-17 22:09:24.986189,CUST000850,Smartphone,iPhone 14,1,32900,32900,Central World
TXN00003092,2025-10-17 22:09:25.019649,CUST000396,Coffee,Cappuccino,1,110,110,Central Chiang Mai
TXN00003915,2025-10-17 22:09:25.128819,CUST000129,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00004563,2025-10-17 22:09:25.215820,CUST000991,Accessories,Phone Case,2,390,780,Terminal 21
TXN00004689,2025-10-17 22:09:25.232931,CUST000860,Accessories,Phone Case,1,390,390,Central World
TXN00004840,2025-10-17 22:09:25.253180,CUST000991,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00005946,2025-10-17 22:09:25.402917,CUST000271,Food,Croissant,1,95,95,Terminal 21
TXN00006026,2025-10-17 22:09:25.416152,CUST000718,Smartphone,OPPO Reno8,1,15990,15990,Siam Paragon
TXN00006718,2025-10-17 22:09:25.515617,CUST000568,Coffee,Americano,1,95,95,Terminal 21
TXN00006753,2025-10-17 22:09:25.520305,CUST000592,Beverage,Green Tea,2,85,170,Central World
TXN00007907,2025-10-17 22:09:25.673503,CUST000755,Accessories,Wireless Charger,1,1290,1290,Terminal 21
TXN00008844,2025-10-17 22:09:25.797035,CUST000401,Beverage,Green Tea,1,85,85,Central World
TXN00009600,2025-10-17 22:09:25.898309,CUST000850,Food,Sandwich,1,145,145,Siam Paragon
TXN00009681,2025-10-17 22:09:25.909110,CUST000064,Beverage,Green Tea,3,85,255,Central Chiang Mai
TXN00009840,2025-10-17 22:09:25.930428,CUST000010,Coffee,Americano,1,95,95,Siam Paragon
TXN00000346,2025-10-18 22:09:24.633439,CUST000741,Coffee,Cappuccino,2,110,220,MBK Center
TXN00000473,2025-10-18 22:09:24.650896,CUST000964,Coffee,Cappuccino,2,110,220,MBK Center
TXN00000599,2025-10-18 22:09:24.667874,CUST000084,Accessories,Phone Case,2,390,780,Terminal 21
TXN00001154,2025-10-18 22:09:24.757342,CUST000892,Accessories,Screen Protector,1,290,290,Central Chiang Mai
TXN00001966,2025-10-18 22:09:24.866283,CUST000729,Food,Croissant,1,95,95,Central World
TXN00002149,2025-10-18 22:09:24.892324,CUST000951,Accessories,Phone Case,1,390,390,Central Festival Phuket
TXN00002414,2025-10-18 22:09:24.928572,CUST000580,Coffee,Cappuccino,2,110,220,Siam Paragon
TXN00002968,2025-10-18 22:09:25.003152,CUST000616,Beverage,Green Tea,1,85,85,Central Chiang Mai
TXN00003019,2025-10-18 22:09:25.009912,CUST000618,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00003542,2025-10-18 22:09:25.079382,CUST000795,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00003855,2025-10-18 22:09:25.120723,CUST000885,Smartphone,Samsung Galaxy S23,1,28900,28900,Siam Paragon
TXN00004158,2025-10-18 22:09:25.160758,CUST000016,Coffee,Cappuccino,2,110,220,Central Festival Phuket
TXN00004372,2025-10-18 22:09:25.189324,CUST000357,Smartphone,OPPO Reno8,1,15990,15990,Terminal 21
TXN00004917,2025-10-18 22:09:25.263367,CUST000709,Coffee,Americano,1,95,95,Central Festival Phuket
TXN00005036,2025-10-18 22:09:25.279337,CUST000009,Food,Sandwich,1,145,145,Central Chiang Mai
TXN00005227,2025-10-18 22:09:25.305787,CUST000043,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00006955,2025-10-18 22:09:25.547545,CUST000595,Accessories,Screen Protector,1,290,290,Central Chiang Mai
TXN00007209,2025-10-18 22:09:25.581602,CUST000899,Coffee,Cappuccino,1,110,110,Central Festival Phuket
TXN00007259,2025-10-18 22:09:25.588119,CUST000468,Smartphone,Samsung Galaxy S23,1,28900,28900,Terminal 21
TXN00007642,2025-10-18 22:09:25.638946,CUST000525,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00008435,2025-10-18 22:09:25.743495,CUST000925,Accessories,Phone Case,1,390,390,MBK Center
TXN00008964,2025-10-18 22:09:25.813136,CUST000336,Smartphone,OPPO Reno8,1,15990,15990,Central Festival Phuket
TXN00009074,2025-10-18 22:09:25.827726,CUST000144,Coffee,Cappuccino,2,110,220,Terminal 21
TXN00009405,2025-10-18 22:09:25.872398,CUST000628,Accessories,Phone Case,1,390,390,Central World
TXN00009574,2025-10-18 22:09:25.894606,CUST000777,Smartphone,iPhone 14,1,32900,32900,Central Festival Phuket
TXN00009718,2025-10-18 22:09:25.913937,CUST000722,Accessories,Wireless Charger,3,1290,3870,Central World
TXN00000286,2025-10-19 22:09:24.624397,CUST000146,Accessories,Phone Case,1,390,390,Central World
TXN00000356,2025-10-19 22:09:24.634789,CUST000190,Accessories,Wireless Charger,1,1290,1290,Central World
TXN00001089,2025-10-19 22:09:24.748661,CUST000114,Food,Sandwich,1,145,145,Central World
TXN00001113,2025-10-19 22:09:24.751883,CUST000158,Food,Croissant,3,95,285,Siam Paragon
TXN00001200,2025-10-19 22:09:24.763632,CUST000213,Accessories,Screen Protector,2,290,580,Central World
TXN00001689,2025-10-19 22:09:24.829081,CUST000400,Food,Croissant,1,95,95,Terminal 21
TXN00001851,2025-10-19 22:09:24.851140,CUST000859,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00002152,2025-10-19 22:09:24.892753,CUST000275,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00002247,2025-10-19 22:09:24.905767,CUST000268,Coffee,Americano,1,95,95,MBK Center
TXN00002291,2025-10-19 22:09:24.911701,CUST000441,Coffee,Latte,2,115,230,Central World
TXN00002489,2025-10-19 22:09:24.939115,CUST000886,Coffee,Cappuccino,1,110,110,Central World
TXN00003072,2025-10-19 22:09:25.016845,CUST000712,Accessories,Wireless Charger,2,1290,2580,Terminal 21
TXN00003116,2025-10-19 22:09:25.022844,CUST000166,Accessories,Screen Protector,1,290,290,Siam Paragon
TXN00003546,2025-10-19 22:09:25.079901,CUST000522,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00004375,2025-10-19 22:09:25.189723,CUST000587,Beverage,Green Tea,1,85,85,MBK Center
TXN00004459,2025-10-19 22:09:25.201067,CUST000635,Food,Sandwich,2,145,290,Central Chiang Mai
TXN00004581,2025-10-19 22:09:25.218180,CUST000114,Accessories,Phone Case,2,390,780,Terminal 21
TXN00004697,2025-10-19 22:09:25.233988,CUST000077,Accessories,Wireless Charger,1,1290,1290,Siam Paragon
TXN00004887,2025-10-19 22:09:25.259362,CUST000219,Accessories,Wireless Charger,1,1290,1290,Siam Paragon
TXN00005289,2025-10-19 22:09:25.314692,CUST000563,Smartphone,Samsung Galaxy S23,1,28900,28900,Central Festival Phuket
TXN00005349,2025-10-19 22:09:25.322838,CUST000830,Coffee,Cappuccino,1,110,110,Central Chiang Mai
TXN00005519,2025-10-19 22:09:25.346587,CUST000666,Food,Sandwich,1,145,145,Central Festival Phuket
TXN00005715,2025-10-19 22:09:25.372234,CUST000076,Accessories,Screen Protector,2,290,580,Terminal 21
TXN00005894,2025-10-19 22:09:25.395889,CUST000076,Accessories,Wireless Charger,2,1290,2580,Central Chiang Mai
TXN00006302,2025-10-19 22:09:25.454450,CUST000677,Smartphone,iPhone 14,1,32900,32900,Terminal 21
TXN00006345,2025-10-19 22:09:25.460134,CUST000730,Accessories,Phone Case,1,390,390,Central Chiang Mai
TXN00006636,2025-10-19 22:09:25.504322,CUST000007,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00006936,2025-10-19 22:09:25.544880,CUST000999,Coffee,Cappuccino,1,110,110,MBK Center
TXN00007393,2025-10-19 22:09:25.606380,CUST000042,Coffee,Latte,1,115,115,Siam Paragon
TXN00008120,2025-10-19 22:09:25.701740,CUST000654,Beverage,Green Tea,3,85,255,MBK Center
TXN00008253,2025-10-19 22:09:25.719340,CUST000113,Coffee,Americano,1,95,95,MBK Center
TXN00008516,2025-10-19 22:09:25.754286,CUST000529,Smartphone,iPhone 14,1,32900,32900,Terminal 21
TXN00008583,2025-10-19 22:09:25.763037,CUST000981,Accessories,Wireless Charger,1,1290,1290,Central Chiang Mai
TXN00008800,2025-10-19 22:09:25.791283,CUST000159,Accessories,Screen Protector,1,290,290,Central Festival Phuket
TXN00008967,2025-10-19 22:09:25.813550,CUST000423,Smartphone,Samsung Galaxy S23,1,28900,28900,Central World
TXN00009324,2025-10-19 22:09:25.861734,CUST000937,Accessories,Screen Protector,1,290,290,Siam Paragon
TXN00009766,2025-10-19 22:09:25.920459,CUST000468,Coffee,Americano,1,95,95,Central Chiang Mai
TXN00000833,2025-10-20 22:09:24.705248,CUST000013,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00001649,2025-10-20 22:09:24.823460,CUST000023,Food,Sandwich,1,145,145,Central Chiang Mai
TXN00001871,2025-10-20 22:09:24.853800,CUST000363,Coffee,Cappuccino,1,110,110,Siam Paragon
TXN00001957,2025-10-20 22:09:24.865103,CUST000605,Coffee,Cappuccino,1,110,110,Central World
TXN00002229,2025-10-20 22:09:24.903327,CUST000963,Coffee,Americano,1,95,95,Central Festival Phuket
TXN00002271,2025-10-20 22:09:24.909066,CUST000878,Coffee,Latte,1,115,115,Siam Paragon
TXN00003931,2025-10-20 22:09:25.130928,CUST000994,Smartphone,OPPO Reno8,1,15990,15990,Central World
TXN00004075,2025-10-20 22:09:25.149858,CUST000462,Accessories,Screen Protector,3,290,870,Central World
TXN00004343,2025-10-20 22:09:25.185498,CUST000277,Beverage,Green Tea,1,85,85,Central World
TXN00005614,2025-10-20 22:09:25.359033,CUST000810,Smartphone,iPhone 14,1,32900,32900,Central World
TXN00006630,2025-10-20 22:09:25.503531,CUST000946,Accessories,Screen Protector,2,290,580,Central World
TXN00006835,2025-10-20 22:09:25.531434,CUST000132,Coffee,Americano,2,95,190,MBK Center
TXN00007052,2025-10-20 22:09:25.560774,CUST000461,Beverage,Green Tea,1,85,85,Central Festival Phuket
TXN00007062,2025-10-20 22:09:25.562110,CUST000472,Accessories,Wireless Charger,1,1290,1290,Terminal 21
TXN00008174,2025-10-20 22:09:25.708760,CUST000536,Accessories,Screen Protector,1,290,290,MBK Center
TXN00008246,2025-10-20 22:09:25.718428,CUST000380,Accessories,Screen Protector,1,290,290,Central World
TXN00008750,2025-10-20 22:09:25.784740,CUST000274,Accessories,Phone Case,2,390,780,Terminal 21
TXN00008877,2025-10-20 22:09:25.801330,CUST000398,Smartphone,iPhone 14,1,32900,32900,MBK Center
TXN00009590,2025-10-20 22:09:25.896854,CUST000949,Smartphone,OPPO Reno8,1,15990,15990,MBK Center
TXN00009715,2025-10-20 22:09:25.913548,CUST000093,Coffee,Cappuccino,1,110,110,MBK Center
TXN00000341,2025-10-21 22:09:24.632752,CUST000106,Coffee,Americano,2,95,190,MBK Center
TXN00000398,2025-10-21 22:09:24.640475,CUST000825,Accessories,Screen Protector,1,290,290,Siam Paragon
TXN00000448,2025-10-21 22:09:24.647549,CUST000876,Coffee,Americano,1,95,95,Terminal 21
TXN00000544,2025-10-21 22:09:24.660439,CUST000637,Accessories,Phone Case,2,390,780,Central World
TXN00000636,2025-10-21 22:09:24.673498,CUST000536,Food,Sandwich,3,145,435,Siam Paragon
TXN00000645,2025-10-21 22:09:24.674760,CUST000034,Smartphone,OPPO Reno8,1,15990,15990,Central Festival Phuket
